,Company Name,Reviews,Rating,Salaries,Interviews,Jobs,Benifits
448,upGrad,2.1k,3.4,9.3k,217,63,125
449,Power Mech Projects,2.1k,3.8,6.6k,122,12,158
450,CAMS,2.1k,3.6,8.7k,146,20,50
451,Poonawalla Fincorp,2.1k,3.6,5.9k,82,25,129
452,Mercedes-Benz Research and Development India,2.1k,3.6,17.7k,208,148,195
453,Pfizer,2.1k,3.9,5.7k,87,54,276
454,FirstCry,2.1k,3.6,8.6k,210,30,70
455,Generali Central Life Insurance,2.1k,3.5,6.7k,118,23,163
456,Bharat Petroleum,2.1k,4.2,6.8k,174,--,187
457,Force Motors,2.1k,3.7,8.2k,145,10,152
458,Saint-Gobain,2.1k,3.9,11.5k,206,179,243
459,"Maruti Suzuki India Limited, Hansalpur",2.1k,4.2,6.8k,227,--,113
460,NTT DATA Business Solutions,2.1k,4.1,12.3k,272,25,14
461,Nuvoco Vistas,2.1k,4.1,6.9k,127,31,127
462,Jio Platforms,2.1k,3.4,13.8k,258,--,62
463,Kotak Securities,2.1k,3.5,9.5k,145,39,153
464,Ola Cabs,2.1k,3.3,9.1k,153,16,227
465,Manipal Hospitals,2.1k,4.1,6.8k,137,87,135
466,Raymond Lifestyle Limited,2k,4.2,6.5k,114,--,230
467,Reliance Trends,2k,4.0,4.2k,123,--,220
468,Renault-Nissan,2k,4.1,7.6k,125,--,268
469,IndusInd General Insurance,2k,3.6,7.1k,99,11,131
470,Delphi TVS,2k,3.9,5.6k,100,2,192
471,ITC Hotels,2k,4.1,5.2k,103,--,199
472,CitiusTech,2k,3.2,14.4k,314,76,163
473,Henry Harvin Education,2k,3.6,909,74,57,63
474,Infinite Computer Solutions,2k,3.3,15.1k,173,229,105
475,JK Tyre,2k,3.6,6.8k,142,--,189
476,Biological E,2k,4.2,7k,142,39,221
477,Extramarks Education,2k,3.4,7.4k,172,8,142
478,Morgan Stanley,2k,3.6,26.3k,336,8,151
479,SGS,2k,3.8,6.2k,126,144,178
480,YASH Technologies,2k,3.7,16.2k,171,559,172
481,EPAM Systems,2k,3.7,22k,626,138,132
482,Senco Gold,2k,4.4,1.5k,633,1,35
483,K12 Techno Services,2k,3.7,5.2k,423,338,61
484,State Street Syntel,2k,3.7,7k,80,--,281
485,Ninjacart,2k,3.8,5.1k,103,22,137
486,Novartis,2k,4.1,10.2k,168,157,226
487,IDBI Bank,2k,3.4,6.2k,82,--,137
488,SAP,2k,4.1,17.5k,317,236,284
489,Valeo,2k,3.9,8k,105,146,127
490,HSBC Electronic Data Processing,2k,4.0,8.6k,88,--,20
491,AECOM,1.9k,4.2,7k,151,295,243
492,Narayana Health,1.9k,4.0,6k,93,131,143
493,L&T Energy Hydrocarbon,1.9k,3.8,8.3k,118,--,201
494,Aditya Birla Health Insurance Co,1.9k,3.7,7.4k,122,2,93
495,Paisabazaar.com,1.9k,3.4,6.9k,168,54,98
496,Honeywell Automation,1.9k,3.7,11.9k,133,--,159
497,Schindler,1.9k,3.9,6.2k,123,78,194
498,Shadowfax Technologies,1.9k,3.5,7.6k,167,54,81
499,Motherson Automotive Technologies and Engineering,1.9k,3.8,7.4k,153,31,151
500,R.R. Donnelley,1.9k,3.6,10.1k,128,31,243
501,Trent,1.9k,3.8,4.8k,109,16,133
502,Haier Appliances India,1.9k,4.0,7k,163,18,166
503,Philips,1.9k,3.8,10.9k,178,134,180
504,V-Guard Industries,1.9k,4.3,4.5k,117,55,274
505,Dr Lal PathLabs,1.9k,4.2,4.6k,171,76,192
506,Microland,1.9k,3.5,10.7k,144,405,158
507,Uflex,1.9k,3.8,6.7k,127,58,117
508,Parle Products,1.9k,3.9,3.8k,118,9,202
509,NCR Voyix,1.9k,3.5,9.2k,143,28,173
510,Gabriel India Limited,1.9k,4.1,5.8k,132,--,249
511,CMS Infosystems,1.9k,3.5,4.7k,78,3,104
512,Spinny,1.9k,3.7,7.4k,205,43,101
513,Globiva,1.9k,3.0,5.2k,138,166,83
514,Google,1.9k,4.4,32.5k,1k,589,132
515,Crisil,1.9k,3.5,13.3k,213,667,222
516,Tekwissen,1.9k,4.9,576,341,67,3
517,Adecco Group,1.9k,3.8,7.1k,118,--,137
518,CNH (Case New Holland),1.9k,3.7,5.9k,138,22,162
519,Lucas-TVS,1.9k,3.9,6k,90,3,212
520,Angel One,1.9k,3.6,7.4k,167,33,153
521,Safexpress,1.9k,3.9,5.6k,128,10,148
522,Aye Finance,1.9k,4.1,3.5k,96,19,115
523,DHL Supply Chain,1.9k,4.2,6.1k,120,10,137
524,Aadhar Housing Finance,1.9k,4.0,5k,117,2,99
525,G R Infraprojects,1.9k,4.1,5.4k,162,30,158
526,NTPC,1.9k,4.2,4.3k,180,--,175
527,HTC Global Services,1.9k,3.4,13k,162,13,108
528,Iris Software,1.9k,3.8,7.8k,206,741,245
529,Thomson Reuters,1.9k,3.8,10.6k,138,103,226
530,Tata Tele Business Services,1.9k,3.6,4.5k,53,52,274
531,Tata Power,1.9k,3.9,7.3k,215,22,123
532,Infinx,1.9k,3.7,5.3k,208,36,72
533,Trident Group,1.9k,3.3,5.3k,136,9,122
534,Hindustan Aeronautics,1.9k,4.3,4.4k,87,1,173
535,TVS Sundram Fasteners,1.8k,3.6,6.7k,92,--,203
536,PI Industries,1.8k,3.8,6.8k,138,19,162
537,Torrent Power,1.8k,3.8,7.8k,163,66,157
538,KENT RO Systems,1.8k,3.8,4.5k,100,6,106
539,CSB Bank,1.8k,3.2,7k,107,2,44
540,ICICI Home Finance,1.8k,3.7,5.2k,98,15,87
541,Jindal Saw,1.8k,4.0,6.6k,144,8,182
542,NeoSOFT,1.8k,3.4,10.6k,298,81,101
543,Aragen Life Sciences,1.8k,3.9,6.5k,126,102,298
544,Medi Assist India,1.8k,3.5,7.3k,135,42,139
545,First American (India),1.8k,3.5,9.4k,100,50,172
546,Verizon,1.8k,3.6,11.7k,132,--,200
547,Polycab Wires,1.8k,3.9,7.2k,132,83,88
548,Honda Cars,1.8k,4.3,6.3k,113,--,182
549,Fusion CX,1.8k,3.3,4.4k,143,129,98
550,TELUS Digital,1.8k,3.6,9.7k,136,58,36
551,AXA Global Business Services,1.8k,3.8,7.2k,104,15,171
552,Infra.Market,1.8k,3.9,3.7k,276,11,35
553,AkzoNobel,1.8k,4.1,4.3k,141,25,132
554,Sterling & Wilson,1.8k,4.0,6.6k,83,36,200
555,Capri Global Capital,1.8k,3.6,4.1k,73,38,37
556,Innovsource Services,1.8k,3.9,4.6k,76,--,125
557,Godrej Properties,1.8k,3.6,8.8k,125,2,106
558,Stellar Migration,1.8k,1.3,--,2,--,8
559,Cafe Coffee Day,1.8k,3.7,3.7k,81,8,179
560,Haldiram Foods International Limited,1.8k,3.8,5.8k,155,--,99
561,DIVI'S Laboratories,1.8k,3.6,6.9k,102,--,175
562,MetLife,1.8k,4.1,9.2k,102,88,235
563,SS&C TECHNOLOGIES,1.8k,3.2,13.4k,198,89,197
564,Hindustan Petroleum,1.7k,4.2,5.9k,118,--,136
565,Kalyan Jewellers,1.7k,4.4,1.5k,78,18,57
566,Digit Insurance,1.7k,3.7,5.8k,231,60,101
567,Tata Communications Transformation Services,1.7k,3.8,8.3k,101,--,170
568,USHA International,1.7k,4.1,4.8k,114,12,162
569,Air India,1.7k,3.4,7.7k,213,24,159
570,Future Retail,1.7k,4.4,3.8k,57,--,249
571,Reckitt Benckiser,1.7k,3.9,6.3k,106,47,174
572,Security and Intelligence Services (India),1.7k,4.0,4.4k,79,30,134
573,Dhani Loans and Services,1.7k,3.9,4.3k,70,23,41
574,USV,1.7k,4.0,5.7k,87,27,171
575,Isgec Heavy Engineering,1.7k,3.8,6.8k,144,48,133
576,HDFC Securities,1.7k,3.4,6.1k,125,37,137
577,Vedantu,1.7k,3.3,8.6k,200,32,159
578,BT Business,1.7k,3.9,9.1k,90,--,260
579,LivSpace,1.7k,3.3,7.9k,166,111,93
580,Pine Labs,1.7k,3.3,7.4k,135,41,116
581,Bata,1.7k,3.5,4.1k,85,9,118
582,Adani Green Energy,1.7k,3.9,5.8k,154,--,79
583,Annapurna Finance,1.7k,3.9,3.7k,84,--,126
584,XBP Global,1.7k,3.2,7.6k,102,102,75
585,Metro Cash & Carry,1.7k,4.0,4.8k,77,--,167
586,BVG India,1.7k,4.2,3.9k,166,67,99
587,Mother Dairy Fruit & Vegetable,1.7k,4.0,4.9k,101,--,151
588,Indian Navy,1.7k,4.6,3.4k,37,--,244
589,NEC,1.7k,4.0,5.4k,79,6,78
590,Granules India Limited,1.7k,3.8,6.2k,84,10,159
591,Cavinkare,1.7k,4.0,4.8k,70,11,142
592,Orchids International School,1.7k,3.9,3.8k,340,20,53
593,Sysnet Global Technologies,1.7k,3.7,4.1k,142,24,83
594,Provana,1.7k,3.9,4.1k,174,56,249
595,Orange Business,1.7k,4.1,8.9k,114,4,237
596,Medanta the Medicity,1.7k,4.0,5.1k,128,93,147
597,Rungta Mines,1.7k,4.0,5.4k,179,--,58
598,Frankfinn Institute of Air Hostess Training,1.7k,3.9,3.2k,126,108,170
599,Hitachi Astemo,1.7k,4.1,6.3k,135,--,119
600,Caterpillar Inc,1.7k,4.1,10.7k,207,188,134
601,FactSet,1.7k,3.7,10.5k,230,45,185
602,Cushman & Wakefield,1.6k,4.1,6.4k,117,292,129
603,TTEC India,1.6k,3.7,5.3k,190,14,152
604,HighRadius,1.6k,2.6,8.7k,208,42,82
605,KONE,1.6k,4.1,5.7k,139,51,191
606,Yamaha Motor,1.6k,4.1,5.2k,86,13,177
607,MagicBricks,1.6k,4.0,4.4k,348,33,72
608,Rane (Madras),1.6k,3.9,4.9k,94,35,162
609,JSW Bhushan Power & Steel,1.6k,4.0,4.9k,77,--,176
610,DHL Express,1.6k,4.1,6.1k,77,--,170
611,BA Continuum,1.6k,3.9,10.2k,112,--,289
612,L.G.Balakrishnan & Bros,1.6k,3.5,5.7k,83,4,119
613,American Broadcasting Company,1.6k,4.0,33.9k,595,4,9
614,Procter & Gamble,1.6k,4.0,5.8k,133,--,166
615,Wipro Enterprises Ltd,1.6k,3.8,8k,204,128,434
616,Compass Group Support Services,1.6k,4.0,5.4k,86,40,141
617,Johnson & Johnson,1.6k,4.0,5.8k,115,20,186
618,Tata Play,1.6k,4.0,4.7k,90,1,181
619,Vardhman Fabrics,1.6k,4.0,5.3k,80,11,147
620,Matrimony.com,1.6k,4.0,4.4k,101,35,66
621,CG Power and Industrial Solutions,1.6k,3.9,6.5k,105,3,213
622,Patanjali Foods,1.6k,3.7,4.4k,100,14,108
623,Chegg,1.6k,4.1,3.9k,167,3,87
624,Hero Motors Company,1.6k,3.9,6.1k,97,2,120
625,Clover Infotech,1.6k,3.4,11.7k,139,108,95
626,Belrise Industries,1.6k,3.7,6.1k,106,12,97
627,Arvind Group,1.6k,4.0,5.3k,79,--,296
628,CMA CGM,1.6k,3.9,8k,100,16,211
629,Suryoday Small Finance Bank,1.6k,4.0,4.6k,96,5,86
630,Krishna Maruti,1.6k,3.8,5.1k,129,7,119
631,HERE Technologies,1.6k,3.8,7.6k,112,10,285
632,Tata 1mg,1.6k,3.6,6.8k,219,85,100
633,ReNew,1.6k,4.2,6.1k,136,74,96
634,Marico,1.6k,3.8,5.8k,102,22,162
635,IIFL SAMASTA,1.6k,3.7,3.1k,83,8,19
636,NielsenIQ,1.6k,3.5,9.6k,228,46,57
637,PharmEasy,1.6k,3.7,6.5k,117,--,153
638,Coronis Ajuba Solutions,1.6k,3.9,5.7k,93,38,140
639,Toyota Kirloskar Motor,1.6k,4.3,4.4k,78,--,164
640,Welspun Living Limited,1.6k,3.9,5.1k,89,--,150
641,Honda,1.6k,4.1,4k,111,4,206
642,Dixon Technologies,1.6k,3.9,5.7k,144,22,116
643,Wockhardt,1.6k,3.8,4.1k,64,5,178
644,Goldman Sachs,1.6k,3.3,19.9k,412,344,100
645,Godrej Industries Group,1.6k,3.9,3k,150,3,155
646,Emami,1.6k,3.8,5.2k,104,9,131
647,Satin Creditcare Network,1.6k,3.9,3.1k,64,2,129
648,Shriram Life Insurance,1.6k,3.5,4.8k,109,26,81
649,Veritas Finance,1.6k,4.3,2.1k,88,--,36
650,Teva Pharmaceuticals,1.6k,3.9,5.6k,119,43,183
651,ZF Commercial Vehicle Control Systems,1.5k,3.8,3.8k,80,--,6
652,iOPEX Technologies,1.5k,3.2,5.9k,88,40,530
653,Mercer,1.5k,3.6,9.8k,97,147,205
654,KFC,1.5k,4.0,3k,86,--,153
655,Supreme Industries,1.5k,4.1,5.7k,97,--,113
656,Sanofi,1.5k,4.0,5.6k,98,129,163
657,Relaxo Footwear,1.5k,4.0,4.7k,109,37,143
658,Asahi India Glass,1.5k,3.8,5.1k,110,6,129
659,Cemindia Projects,1.5k,4.2,2.8k,91,4,137
660,Broadridge Financial Solutions,1.5k,3.8,10.8k,163,63,140
661,IFB,1.5k,3.6,5.3k,121,--,57
662,Urban Company,1.5k,3.3,6.6k,167,78,96
663,Bajaj Capital,1.5k,3.6,3.8k,167,547,101
664,Amul India,1.5k,4.0,4.1k,155,1,3
665,Marriott International,1.5k,4.1,4.7k,100,1.8k,184
666,Dainik Bhaskar Group,1.5k,4.2,4.4k,79,51,148
667,IndiaFirst Life Insurance,1.5k,3.8,3.9k,81,53,102
668,Suguna Foods,1.5k,4.0,4.1k,94,17,135
669,Gujarat Fluorochemicals,1.5k,3.9,6.6k,107,15,129
670,HCL Infosystems,1.5k,4.0,7.1k,146,1,229
671,Health Care Global Enterprises,1.5k,4.3,2.8k,152,86,26
672,Nayara Energy,1.5k,4.2,6k,97,13,168
673,Kotak Mahindra Prime,1.5k,3.9,5k,68,--,62
674,Muthoot Microfin,1.5k,4.2,2.4k,83,13,64
675,Tesco,1.5k,3.6,8.9k,149,7,189
676,Hinduja Leyland Finance,1.5k,3.9,2.8k,57,8,69
677,XL Dynamics,1.5k,3.6,3.6k,96,10,193
678,SHYAM METALICS AND ENERGY,1.5k,3.4,4.7k,155,5,43
679,Patra India,1.5k,3.6,5.9k,119,6,83
680,Oracle Cerner,1.5k,3.4,10.1k,170,--,254
681,Bisleri,1.5k,4.2,4.3k,113,18,141
682,Lumax Industries,1.5k,3.9,5.7k,99,13,125
683,Steel Strips Wheels,1.5k,3.7,5.5k,88,2,117
684,Evalueserve,1.5k,3.0,10.2k,141,77,136
685,GMR Group,1.5k,3.9,4.5k,104,14,185
686,Karur Vysya Bank,1.5k,3.5,4.6k,106,14,59
687,Piramal Pharma,1.5k,4.0,6.4k,119,47,101
688,GE VERNOVA,1.5k,4.2,5.3k,112,314,4
689,Tata Consumer Products,1.5k,3.5,5.7k,99,3,77
690,Max Fashion,1.5k,4.0,3.5k,76,8,174
691,Canara Bank,1.5k,3.6,4k,49,--,96
692,SAI Life Sciences,1.5k,3.9,6k,108,39,130
693,Ashoka Buildcon,1.5k,4.1,4.1k,81,2,125
694,Page Industries,1.5k,4.1,4.7k,71,5,103
695,Honeywell Technology Solutions,1.5k,3.7,11.4k,164,--,205
696,QualityKiosk Technologies,1.5k,3.2,11.1k,166,199,98
697,Taurus BPO Services,1.4k,4.1,949,35,1,516
698,Tanishq,1.4k,4.1,3.1k,111,1,67
699,Tata Group,1.4k,4.2,5.5k,380,1,143
700,Tata AutoComp Systems,1.4k,3.8,6.7k,116,48,94
701,Wheelseye Technology,1.4k,3.4,3.8k,115,19,99
702,Sonata Software,1.4k,3.4,11.2k,136,179,80
703,Gland Pharma,1.4k,4.0,6k,89,7,120
704,ISS Facility Services,1.4k,4.0,4.1k,68,13,132
705,Oberoi Group of Hotels,1.4k,4.1,3.8k,96,--,226
706,Devyani International,1.4k,3.8,3.4k,71,16,114
707,Indoco Remedies,1.4k,3.5,5.5k,88,2,107
708,Daimler India Commercial Vehicles,1.4k,3.9,6.6k,75,10,174
709,Aon,1.4k,3.8,6.1k,86,41,203
710,Airtel Payments Bank,1.4k,3.8,4.9k,112,21,108
711,NIIT,1.4k,3.5,6k,108,38,160
712,V5 Global Services,1.4k,3.9,3.6k,90,--,72
713,Narayana Educational Society,1.4k,3.5,4.1k,66,4,118
714,Heritage Foods,1.4k,4.0,3.7k,102,39,142
715,Acmegrade,1.4k,3.9,267,68,--,1
716,Hyatt Regency,1.4k,4.0,3k,59,9,194
717,Bharat Forge,1.4k,3.7,6.4k,78,3,118
718,Apco Infratech,1.4k,3.8,4.3k,137,40,108
719,Acuity Analytics,1.4k,3.2,12k,174,109,78
720,Amneal Pharmaceuticals,1.4k,4.2,6k,83,43,136
721,Agilus Diagnostics,1.4k,4.1,3.3k,84,13,131
722,PNB Housing Finance,1.4k,3.8,4.5k,54,1,86
723,Happiest Minds Technologies,1.4k,3.4,12.3k,151,397,93
724,Apexon,1.4k,3.3,9.3k,175,92,41
725,Sony,1.4k,4.1,4.6k,82,6,191
726,SBFC Finance,1.4k,3.8,2.7k,95,56,47
727,IDC Technologies,1.4k,3.1,6.9k,76,1,48
728,Morningstar,1.4k,3.7,9.9k,263,35,120
729,Jaquar,1.4k,4.1,5k,83,9,119
730,Tieto,1.4k,4.2,9.5k,104,69,114
731,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),1.4k,3.6,4.9k,88,--,1
732,AB InBev India,1.4k,3.3,7.8k,114,78,144
733,J. Kumar Infraprojects,1.4k,4.1,4.4k,93,5,116
734,The Muthoot Group,1.4k,3.6,3.8k,84,--,227
735,Labmentix,1.4k,4.5,30,507,--,8
736,TCS iON,1.4k,3.8,4k,400,--,175
737,Indegene,1.4k,3.3,9.4k,170,41,121
738,Aumovio,1.4k,3.8,9.2k,81,11,129
739,Chandigarh University,1.4k,4.2,2.8k,107,98,50
740,Altimetrik,1.4k,3.6,11.6k,262,63,107
741,Amara Raja Energy & Mobility,1.4k,4.0,4k,108,--,113
742,Xiaomi,1.4k,3.8,5.7k,112,--,128
743,Vfs Global Services,1.4k,3.4,4.2k,71,12,120
744,Adobe,1.4k,3.7,12.6k,267,201,150
745,Slk Software Services,1.4k,3.2,9.3k,113,285,90
746,VLCC,1.4k,3.3,3.3k,53,35,95
747,Unisys,1.4k,3.5,10k,81,158,147
748,Sansera Engineering,1.4k,4.0,5.5k,95,24,110
749,Infogain,1.4k,3.5,11k,136,96,119
750,FedEx Express,1.4k,4.0,5k,108,70,189
751,Nykaa,1.4k,3.4,6.5k,145,5,57
752,DCM Shriram,1.4k,4.1,4.7k,106,12,119
753,Faurecia,1.4k,3.9,6k,70,7,181
754,Oracle Financial Services Software,1.4k,3.4,11k,192,--,183
755,Kantar,1.4k,3.5,6.6k,115,8,77
756,AtkinsRealis,1.4k,3.7,5.8k,108,309,91
757,Sheenlac Paints,1.4k,4.2,1.7k,209,--,44
758,MedPlus,1.4k,3.6,4.2k,106,31,58
759,Paytm Payments Bank,1.3k,3.8,5.6k,141,1,116
760,Eaton,1.3k,4.0,7.9k,147,4,125
761,Aforeserve,1.3k,3.4,3.6k,91,20,88
762,Worley,1.3k,4.1,7.3k,138,99,115
763,Amity University,1.3k,3.7,5.2k,115,72,120
764,Sharekhan,1.3k,3.7,5.1k,99,67,115
765,EOSGlobe,1.3k,2.9,3.9k,91,10,85
766,Fino Payments Bank,1.3k,3.8,4k,63,14,96
767,Chetu,1.3k,3.6,7.4k,227,2,102
768,Bajaj Housing Finance,1.3k,3.6,5.8k,71,39,59
769,VOIS,1.3k,3.8,7.9k,177,29,13
770,TEKsystems,1.3k,3.2,10.6k,136,28,78
771,DEXIT Global,1.3k,3.5,6k,138,--,113
772,JioMart,1.3k,3.9,4.2k,114,--,76
773,City Union Bank,1.3k,3.0,5.7k,119,11,60
774,Bharat FIH,1.3k,3.7,5.3k,90,--,76
775,TÜV SÜD,1.3k,3.9,3.7k,93,131,97
776,Novo Nordisk,1.3k,3.6,6.3k,97,164,129
777,Fusion Finance,1.4k,3.9,3k,58,9,74
778,Big Bazaar,1.3k,4.3,2.2k,47,--,191
779,iMerit,1.3k,3.2,5.4k,116,8,97
780,Collabera Talent Solutions,1.3k,3.5,6.9k,151,18,109
781,Sunknowledge Services,1.3k,3.5,3.7k,107,30,202
782,GE,1.3k,4.1,7.4k,112,24,178
783,Iffco Tokio General Insurance Co.,1.3k,3.8,3.9k,50,1,113
784,Rashmi Metaliks,1.3k,3.2,4.6k,114,8,63
785,mPokket,1.3k,4.4,1.5k,298,10,12
786,Unichem Laboratories,1.3k,3.7,5.2k,94,18,123
787,Incedo,1.3k,3.0,10k,201,42,111
788,JSW Cement,1.3k,4.0,4.3k,134,--,103
789,Burger King,1.3k,3.9,3.5k,93,8,135
790,Aptara,1.3k,3.1,6.3k,77,7,113
791,Citco,1.3k,3.1,9k,168,32,49
792,Hindware Limited,1.3k,3.9,4.6k,81,5,129
793,FDC,1.3k,3.7,3.7k,68,1,84
794,Aerial Telecom Solutions,1.3k,4.1,2.2k,121,18,35
795,TE Connectivity,1.3k,4.1,7.3k,100,144,149
796,ZF Steering Gear,1.3k,3.7,7.2k,58,8,96
797,INDIUM,1.3k,4.0,6.8k,246,93,48
798,The Ramco Cements,1.3k,4.0,4.1k,172,--,95
799,ManpowerGroup,1.3k,3.6,5k,68,1.1k,80
800,Spicejet,1.3k,3.4,5.2k,104,--,153
801,CreditAccess Grameen,1.3k,3.9,2.5k,53,15,67
802,Bluestock ™,1.3k,4.5,57,385,--,1
803,VIBGYOR Group of Schools,1.3k,3.5,4.2k,97,273,102
804,Shubham Housing Development Finance,1.3k,3.9,2.9k,52,7,75
805,RBL FinServe,1.3k,3.9,3k,66,--,79
806,Atul,1.3k,3.9,5.2k,97,5,113
807,Nippon Paint India,1.3k,4.0,3.9k,78,--,84
808,Grant Thornton,1.3k,3.4,11.1k,117,279,82
809,R Systems International,1.3k,3.5,7.4k,148,24,102
810,Cinépolis,1.3k,3.8,2.9k,78,24,150
811,Fabindia,1.3k,3.8,4k,60,2,120
812,Brillio,1.3k,3.4,10.4k,141,17,76
813,Hatsun Agro Product,1.3k,3.8,4.6k,82,12,104
814,GEP Worldwide,1.3k,3.6,9.1k,154,7,126
815,Punjab National Bank,1.3k,3.8,2.9k,59,--,95
816,Pantaloons,1.3k,4.1,2.8k,69,--,133
817,CenturyPly,1.3k,3.8,4.3k,93,40,57
818,Hindustan Construction Company,1.3k,4.3,3.2k,93,5,158
819,Mondelez International,1.3k,4.1,4.6k,75,89,128
820,OM Logistics,1.3k,3.9,3.6k,90,7,102
821,Baroda Global Shared Services,1.3k,3.8,2.9k,123,33,28
822,Sigma Electric Manufacturing Corporation,1.3k,4.0,2.9k,78,15,206
823,AGS Transact Technologies,1.3k,2.8,3.9k,43,--,128
824,Decathlon,1.3k,3.6,4.1k,119,3,116
825,More Supermarket,1.3k,3.7,3.8k,91,52,56
826,Luminous Power Technologies,1.3k,4.1,4k,95,35,123
827,Panasonic,1.3k,4.0,4.7k,50,17,148
828,Troikaa Pharmaceuticals,1.3k,4.0,3.8k,113,195,79
829,Jakson Group,1.3k,4.1,3.8k,102,14,98
830,Viraj Profiles,1.2k,4.0,4.5k,98,8,146
831,OpenText Technologies,1.2k,3.4,11.7k,194,6,87
832,Vestas,1.2k,4.1,5.2k,97,14,134
833,Dell EMC,1.2k,3.8,8.8k,73,--,192
834,Automotive Manufacturers,1.2k,3.9,5.1k,101,41,76
835,Ion Exchange India,1.2k,3.8,5k,95,54,87
836,Samsung Research,1.2k,3.0,9.4k,149,7,140
837,Tenneco,1.2k,3.6,5.2k,69,12,114
838,Globant,1.2k,3.4,10k,201,68,100
839,Centre for Development of Advanced Computing,1.2k,3.7,6.7k,124,--,59
840,NetAmbit,1.2k,4.0,3.1k,159,5,34
841,ICICI Prudential Mutual Fund,1.2k,3.9,5.5k,86,--,84
842,Jindal X,1.2k,3.5,2.8k,113,2,155
843,ANZ Banking Group,1.2k,3.8,8.1k,107,7,102
844,Electronics Corporation of India Limited,1.2k,4.2,3.1k,59,--,105
845,SKF,1.2k,4.0,4.5k,73,55,148
846,SK Finance Limited,1.2k,3.8,3.3k,85,--,13
847,Astral Pipe,1.3k,4.0,4k,93,47,31
848,Royal Migration Solutions,1.2k,4.9,5,1,--,1
849,Godrej Consumer Products,1.2k,4.0,4.7k,60,--,118
850,Rupeek,1.2k,4.1,3.3k,132,29,55
851,Oil And Natural Gas Corporation,1.2k,4.4,3k,80,--,137
852,PNC Infratech,1.2k,3.8,3.5k,83,4,78
853,Fresenius Kabi,1.2k,4.0,4k,52,25,116
854,Intertek,1.2k,3.7,4k,82,68,114
855,T-Systems ICT India,1.2k,3.8,8.5k,105,9,90
856,iSON Xperiences,1.2k,3.2,3.3k,78,8,90
857,Synchrony,1.2k,4.3,5.5k,92,45,197
858,Apex Group,1.2k,2.7,7.7k,179,279,30
859,Mu Sigma,1.2k,2.4,6.7k,249,--,120
860,Aarvee Associates,1.2k,3.7,3.4k,97,--,102
861,Shriram Pistons & Rings,1.2k,4.1,4.5k,74,2,133
862,Spandana Sphoorty Financial,1.2k,3.7,2.3k,49,6,80
863,Zoho,1.2k,4.2,9.4k,581,--,101
864,AIIMS,1.2k,4.1,4.4k,66,--,66
865,H.G. Infra Engineering,1.2k,4.0,3.1k,108,--,87
866,Prodapt,1.2k,3.5,9.5k,116,124,73
867,Kalpataru Limited,1.2k,4.2,4.3k,243,25,78
868,PHN Technology,1.2k,4.3,355,41,4,2
869,Dassault Systemes,1.2k,3.8,7k,186,2,134
870,Qualcomm,1.2k,3.7,14.3k,293,327,133
871,Wind World,1.2k,4.0,3.2k,87,3,120
872,Best Sellers,1.2k,4.1,3k,32,2,130
873,KIMS Hospital,1.2k,3.8,3.5k,61,4,78
874,Rockman Industries,1.2k,3.9,3.8k,93,9,98
875,Parexel International,1.2k,3.8,5.9k,87,2,124
876,Leadec India,1.2k,4.1,3.5k,151,14,86
877,DENSO,1.2k,4.1,3.7k,83,1,174
878,EbixCash Limited,1.2k,3.7,5.1k,110,6,73
879,Kirloskar Oil Engines,1.2k,4.1,4.1k,62,11,97
880,Fidelity Investments,1.2k,4.1,8k,126,--,160
881,FOCUS EDUMATICS,1.2k,2.9,2.9k,126,--,39
882,Fidelity National Financial,1.2k,3.7,6.2k,60,3,151
883,JK Lakshmi Cement,1.2k,3.7,3.7k,79,1,95
884,Diageo,1.2k,3.8,6.2k,90,36,101
885,ExcelR,1.2k,3.7,1k,107,51,3
886,Intel,1.2k,4.1,9k,241,77,91
887,DLF,1.2k,3.9,4.7k,96,4,71
888,JTEKT,1.2k,4.1,4.3k,92,--,88
889,Ahluwalia Contracts India,1.2k,4.0,3.5k,75,23,68
890,Strides Pharma,1.2k,3.9,4.2k,77,--,151
891,Colliers India,1.2k,3.9,4.8k,90,114,76
892,ACG Worldwide,1.2k,3.8,3.9k,84,47,43
893,DP World,1.2k,3.8,4.8k,92,174,62
894,Baazar Retail Private Limited,1.2k,4.5,1.5k,83,--,16
895,Barclays Shared Services,1.2k,3.8,4.8k,37,1.1k,178
896,Hire In Global,1.2k,4.9,8,248,--,2
897,Indostar Capital Finance Limited,1.2k,4.4,2k,188,--,30
898,Xyz Company,1.1k,3.8,44.3k,525,--,63
899,Thyrocare Technologies,1.1k,3.8,4.3k,86,9,92
900,The Jaypee Group,1.1k,3.8,3.3k,50,3,113
901,Nielsen,1.1k,3.2,6.4k,154,2,128
902,Coca-Cola Company,1.1k,4.0,3.2k,103,7,103
903,Electronica Finance,1.1k,4.1,2.8k,139,14,30
904,Salesforce,1.1k,3.9,13k,248,244,105
905,Ocwen Financial Solutions,1.1k,3.9,4.4k,52,4,168
906,Innova Solutions,1.1k,3.3,7.9k,98,79,18
907,Edelweiss,1.1k,3.6,5.7k,62,--,132
908,Johnson Lifts,1.1k,3.9,3.6k,48,15,92
909,DISH TV,1.1k,3.4,3.3k,76,24,102
910,Podar International School,1.1k,4.1,3.2k,81,4,112
